"station","lat","lon","year","species","biomindex","abunindex"
"19",44.50535833,13.17432501,"2006","PECTJAC",5.468944073,54.68943787
"28",43.83726667,13.37241666,"2006","PECTJAC",0,0
"29",43.75354999,13.56099167,"2006","PECTJAC",0,0
"53",44.58372501,13.55169999,"2006","PECTJAC",73.16312408,3294.073975
"54",44.22265833,12.98176667,"2006","PECTJAC",0,0
"58",45.00460834,13.30770834,"2006","PECTJAC",36.86104584,191.6774292
"59",44.70425002,12.77826668,"2006","PECTJAC",0,0
"60",44.68214165,13.48129166,"2006","PECTJAC",8.594055176,156.2555389
"61",44.45446666,12.61155001,"2006","PECTJAC",0,0
"62",44.46219166,12.70974998,"2006","PECTJAC",0,0
"67",43.35293333,13.981075,"2006","PECTJAC",0,0
"22",44.42765834,13.65106665,"2006","PECTJAC",0,0
"26",44.06085,13.30105834,"2006","PECTJAC",0,0
"30",43.95440833,14.03468333,"2006","PECTJAC",0,0
"35",43.4579,14.20568333,"2006","PECTJAC",0,0
"36",43.64354998,14.84227502,"2006","PECTJAC",0,0
"38",43.30815001,14.58817501,"2006","PECTJAC",0,0
"1",45.28946667,12.61325,"2007","PECTJAC",59.14183426,324.9551392
"2",45.61274999,13.12365834,"2007","PECTJAC",0,0
"3",45.66784166,13.51835,"2007","PECTJAC",0,0
"4",45.11753334,12.42181667,"2007","PECTJAC",0,0
"5",45.16536667,12.50556666,"2007","PECTJAC",23.24453163,232.4453125
"8",44.84059168,12.53939168,"2007","PECTJAC",0,0
"12",44.59495834,12.35109167,"2007","PECTJAC",0,0
"16",44.27591666,12.466375,"2007","PECTJAC",0,0
"17",44.29885834,12.50121667,"2007","PECTJAC",0,0
"24",43.94254999,13.01638332,"2007","PECTJAC",0,0
"25",43.95345001,13.104975,"2007","PECTJAC",0,0
"27",43.76328332,13.26021667,"2007","PECTJAC",0,0
"28",43.78385833,13.384525,"2007","PECTJAC",0,0
"33",43.394525,13.774425,"2007","PECTJAC",0,0
"34",43.38153334,13.86385835,"2007","PECTJAC",0,0
"37",43.12008333,13.92300835,"2007","PECTJAC",0,0
"44",45.46354167,12.69964167,"2007","PECTJAC",0,0
"46",44.91596667,12.63479999,"2007","PECTJAC",0,0
"48",44.11046667,12.62148333,"2007","PECTJAC",0,0
"49",43.57912502,13.75024999,"2007","PECTJAC",0,0
"50",43.06335833,14.011225,"2007","PECTJAC",0,0
"55",45.31500834,12.499825,"2007","PECTJAC",0,0
"64",44.19676666,12.54355831,"2007","PECTJAC",0,0
"65",44.05785,12.7272,"2007","PECTJAC",0,0
"66",43.62468332,13.65556666,"2007","PECTJAC",0,0
"68",42.84834169,14.00336667,"2007","PECTJAC",0,0
"70",42.58757502,14.22356667,"2007","PECTJAC",0,0
"71",42.27317501,14.5618,"2007","PECTJAC",0,0
"73",42.109875,14.84746666,"2007","PECTJAC",0,0
"74",41.97380832,15.0901,"2007","PECTJAC",0,0
"76",41.99512501,15.68753335,"2007","PECTJAC",0,0
"6",45.25565833,12.888025,"2007","PECTJAC",46.4903717,351.6078491
"9",44.98965832,12.93354165,"2007","PECTJAC",0,0
"10",45.10624167,13.25080001,"2007","PECTJAC",0,0
"13",44.61168334,12.75518332,"2007","PECTJAC",0,0
"14",44.73781665,13.15733333,"2007","PECTJAC",4.646155357,58.07694244
"18",44.396275,12.83765834,"2007","PECTJAC",0,0
"19",44.49602501,13.181575,"2007","PECTJAC",3.515988588,31.96353149
"29",43.71990833,13.609725,"2007","PECTJAC",0,0
"51",45.33075,13.15031666,"2007","PECTJAC",16.11557579,77.47873688
"53",44.55718333,13.55515833,"2007","PECTJAC",0.718657196,11.97762012
"54",44.23871667,12.97624168,"2007","PECTJAC",0,0
"56",45.33106666,12.89739167,"2007","PECTJAC",11.72354984,78.15699768
"57",45.0678,12.74945002,"2007","PECTJAC",2.541950226,11.55431938
"58",45.02563333,13.24385834,"2007","PECTJAC",0,0
"59",44.70032498,12.78254166,"2007","PECTJAC",0,0
"60",44.65780001,13.50269167,"2007","PECTJAC",26.99947739,290.7636108
"61",44.46035,12.62639167,"2007","PECTJAC",0,0
"62",44.45898333,12.70846666,"2007","PECTJAC",0,0
"67",43.35130833,13.98058335,"2007","PECTJAC",0,0
"22",44.39638333,13.65376666,"2007","PECTJAC",0.71341157,35.670578
"23",44.33468334,14.05761667,"2007","PECTJAC",9.881680489,149.1574554
"26",44.04205833,13.32945,"2007","PECTJAC",0,0
"30",44.00149166,14.02475833,"2007","PECTJAC",0,0
"32",44.0158,14.49663332,"2007","PECTJAC",2.925427198,38.15774536
"35",43.45248334,14.20711667,"2007","PECTJAC",0,0
"36",43.66616669,14.83563334,"2007","PECTJAC",0.068361796,68.36180115
"38",43.37708333,14.143675,"2007","PECTJAC",0,0
"69",42.67235832,14.25586666,"2007","PECTJAC",0,0
"72",42.25248334,15.00780001,"2007","PECTJAC",0,0
"75",42.03885,15.46616667,"2007","PECTJAC",0,0
"45",45.55720002,13.68409166,"2007","PECTJAC",3.457404137,57.62340164
"1",45.41025834,12.50290833,"2008","PECTJAC",0,0
"2",45.61951669,13.13591667,"2008","PECTJAC",0,0
"3",45.67071667,13.52076667,"2008","PECTJAC",0,0
"4",45.098875,12.38338334,"2008","PECTJAC",0,0
"5",45.15225,12.50874166,"2008","PECTJAC",10.94714928,133.5018158
"8",44.819675,12.47690001,"2008","PECTJAC",0,0
"12",44.59279165,12.3459,"2008","PECTJAC",0,0
"16",44.27281667,12.46529166,"2008","PECTJAC",0,0
"17",44.28911667,12.49211666,"2008","PECTJAC",0,0
"21",44.147875,12.76268333,"2008","PECTJAC",0,0
"24",43.94301666,12.99036668,"2008","PECTJAC",0,0
"25",43.97364165,13.067025,"2008","PECTJAC",0,0
"27",43.76422501,13.25191667,"2008","PECTJAC",0,0
"28",43.79069999,13.37176666,"2008","PECTJAC",0,0
"31",43.57990001,13.60746667,"2008","PECTJAC",0,0
"33",43.33374166,13.742125,"2008","PECTJAC",0,0
"34",43.33639166,13.90425002,"2008","PECTJAC",0,0
"37",43.12926667,13.905675,"2008","PECTJAC",0,0
"43",45.37731667,12.38722499,"2008","PECTJAC",0,0
"44",45.46295832,12.70004164,"2008","PECTJAC",0,0
"46",44.90868333,12.61919168,"2008","PECTJAC",0,0
"47",44.59869165,12.41416666,"2008","PECTJAC",0,0
"48",44.066675,12.60445833,"2008","PECTJAC",0,0
"49",43.57828334,13.76795835,"2008","PECTJAC",0,0
"50",43.0569,14.01305833,"2008","PECTJAC",0,0
"55",45.38503334,12.45728334,"2008","PECTJAC",0,0
"56",45.33060832,12.88990002,"2008","PECTJAC",72.62081909,1301.642822
"57",45.07933333,12.7261,"2008","PECTJAC",6.797467232,57.8507843
"63",44.20818334,12.59896666,"2008","PECTJAC",0,0
"64",44.20163333,12.55260832,"2008","PECTJAC",0,0
"65",44.078075,12.75732498,"2008","PECTJAC",0,0
"66",43.59785,13.68446665,"2008","PECTJAC",0,0
"68",42.86325833,13.96815834,"2008","PECTJAC",0,0
"70",42.58307501,14.23095,"2008","PECTJAC",0,0
"71",42.25754166,14.58665835,"2008","PECTJAC",0,0
"73",42.09605833,14.87953332,"2008","PECTJAC",0,0
"74",41.99645833,15.05529167,"2008","PECTJAC",0,0
"76",41.99574169,15.66085831,"2008","PECTJAC",0,0
"6",45.25585,12.87547916,"2008","PECTJAC",83.7677002,691.8552246
"9",45.00694166,12.92854166,"2008","PECTJAC",0,0
"10",45.09945834,13.25025,"2008","PECTJAC",8.297972679,135.5877838
"13",44.60818332,12.73935833,"2008","PECTJAC",0,0
"14",44.73999166,13.08565833,"2008","PECTJAC",0,0
"18",44.40078333,12.84240834,"2008","PECTJAC",0,0
"19",44.45839167,13.16165001,"2008","PECTJAC",11.22611904,110.6021652
"29",43.73704999,13.607925,"2008","PECTJAC",0,0
"51",45.332875,13.06869166,"2008","PECTJAC",5.206570625,86.77618408
"53",44.55649999,13.55434167,"2008","PECTJAC",18.38783264,321.6530762
"54",44.23999166,12.96583331,"2008","PECTJAC",0,0
"58",45.00173334,13.24308333,"2008","PECTJAC",1.593023419,28.44684601
"59",44.70234998,12.76808335,"2008","PECTJAC",0,0
"60",44.67460833,13.48136667,"2008","PECTJAC",70.83106232,1355.87793
"61",44.44905,12.61378333,"2008","PECTJAC",0,0
"62",44.45574166,12.73584998,"2008","PECTJAC",0,0
"67",43.34198333,13.98144999,"2008","PECTJAC",0,0
"22",44.40116666,13.65633332,"2008","PECTJAC",12.95588589,173.5163269
"23",44.331975,14.038775,"2008","PECTJAC",9.075756073,114.1604614
"26",44.03641667,13.33275,"2008","PECTJAC",0,0
"30",43.96748333,13.99643335,"2008","PECTJAC",0,0
"32",44.02669167,14.48769166,"2008","PECTJAC",16.5314045,264.0799561
"35",43.44784168,14.20715,"2008","PECTJAC",0,0
"36",43.66895835,14.83473333,"2008","PECTJAC",0,0
"38",43.37058333,14.1268,"2008","PECTJAC",0,0
"69",42.64914166,14.25374167,"2008","PECTJAC",0,0
"72",42.26279999,14.994775,"2008","PECTJAC",0,0
"75",42.039225,15.45325832,"2008","PECTJAC",0,0
"45",45.68997498,13.65568336,"2008","PECTJAC",0,0
"31",43.57972501,13.60606667,"2009","PECTJAC",0,0
"33",43.40745834,13.69791667,"2009","PECTJAC",0,0
"34",43.38027501,13.88165833,"2009","PECTJAC",0,0
"37",43.12266667,13.92539167,"2009","PECTJAC",0,0
"43",45.37876666,12.39013333,"2009","PECTJAC",0,0
"44",45.46525833,12.70945835,"2009","PECTJAC",1.923776865,28.29083443
"46",44.91401666,12.61367499,"2009","PECTJAC",0,0
"47",44.60189168,12.47544999,"2009","PECTJAC",0,0
"48",44.06429167,12.60956669,"2009","PECTJAC",0,0
"49",43.58019168,13.76995001,"2009","PECTJAC",0,0
"50",43.05488333,14.01483333,"2009","PECTJAC",0,0
"55",45.38264167,12.45417501,"2009","PECTJAC",0,0
"56",45.33170834,12.89693333,"2009","PECTJAC",12.48568249,161.1055756
"57",45.0736,12.72432499,"2009","PECTJAC",2.121632576,26.8561058
"1",45.41306667,12.53091666,"2009","PECTJAC",0,0
"2",45.61889998,13.13794167,"2009","PECTJAC",0,0
"3",45.640625,13.48459167,"2009","PECTJAC",0,0
"4",45.10256666,12.383225,"2009","PECTJAC",0,0
"5",45.14478333,12.51676666,"2009","PECTJAC",13.72669792,200.8785095
"8",44.83700835,12.48550835,"2009","PECTJAC",0,0
"12",44.59358333,12.34332501,"2009","PECTJAC",0,0
"16",44.291575,12.45352499,"2009","PECTJAC",0,0
"17",44.306675,12.56190834,"2009","PECTJAC",0,0
"21",44.14678333,12.76473335,"2009","PECTJAC",0,0
"24",43.92175001,13.01944167,"2009","PECTJAC",0,0
"25",43.97674999,13.06930833,"2009","PECTJAC",0,0
"27",43.78932498,13.19713333,"2009","PECTJAC",0,0
"28",43.776325,13.39157499,"2009","PECTJAC",0,0
"63",44.21291667,12.57492501,"2009","PECTJAC",0,0
"64",44.13565,12.51677499,"2009","PECTJAC",0,0
"65",44.07600833,12.75265834,"2009","PECTJAC",0,0
"66",43.59725002,13.68058332,"2009","PECTJAC",0,0
"68",42.85909999,13.99835,"2009","PECTJAC",0,0
"70",42.58730834,14.224675,"2009","PECTJAC",0,0
"71",42.27802501,14.56145833,"2009","PECTJAC",0,0
"73",42.09963334,14.88464998,"2009","PECTJAC",0,0
"74",41.98585002,15.07385,"2009","PECTJAC",0,0
"76",41.99526666,15.67915001,"2009","PECTJAC",0,0
"51",45.33331666,13.07473333,"2009","PECTJAC",20.8262825,123.9659729
"53",44.55482499,13.55286668,"2009","PECTJAC",0,0
"54",44.233075,12.96911666,"2009","PECTJAC",0,0
"58",45.03210833,13.24366666,"2009","PECTJAC",3.281299353,51.27030182
"59",44.70131664,12.78104169,"2009","PECTJAC",0,0
"60",44.67615833,13.48196667,"2009","PECTJAC",64.61247253,923.0352783
"61",44.45855832,12.67357502,"2009","PECTJAC",0,0
"6",45.26067499,12.89485833,"2009","PECTJAC",4.835455418,146.5289459
"9",45.01102501,12.92319164,"2009","PECTJAC",0,0
"10",45.104975,13.249825,"2009","PECTJAC",2.789343834,27.34650803
"13",44.62010835,12.76155834,"2009","PECTJAC",0,0
"14",44.74818335,13.084525,"2009","PECTJAC",0,0
"18",44.38903333,12.83953336,"2009","PECTJAC",0,0
"19",44.458275,13.15953333,"2009","PECTJAC",3.791801214,36.45962524
"29",43.71219168,13.62120835,"2009","PECTJAC",0,0
"62",44.45179167,12.73599167,"2009","PECTJAC",0,0
"67",43.34532501,13.98231665,"2009","PECTJAC",0,0
"32",43.66866665,13.77039169,"2009","PECTJAC",0,0
"35",43.438925,14.20248333,"2009","PECTJAC",0,0
"36",43.74165834,13.69459998,"2009","PECTJAC",0,0
"38",43.37657501,14.141225,"2009","PECTJAC",0,0
"22",44.39830832,13.67584168,"2009","PECTJAC",8.558846474,45.76922989
"23",44.343525,14.02839167,"2009","PECTJAC",0,0
"26",44.04500833,13.32696667,"2009","PECTJAC",0,0
"30",43.94413335,14.02609168,"2009","PECTJAC",0,0
"69",42.65584167,14.25533333,"2009","PECTJAC",0,0
"72",42.25731667,15.00098334,"2009","PECTJAC",0,0
"75",42.039575,15.436625,"2009","PECTJAC",0,0
"45",45.57085832,13.54176668,"2009","PECTJAC",62.91422653,400.2177429
"31",43.58226668,13.60694167,"2010","PECTJAC",0,0
"33",43.37397499,13.71733332,"2010","PECTJAC",0,0
"34",43.35860833,13.88905834,"2010","PECTJAC",0,0
"37",43.12283333,13.92508332,"2010","PECTJAC",0,0
"43",45.38898333,12.40085001,"2010","PECTJAC",0,0
"44",45.466225,12.71060836,"2010","PECTJAC",0,0
"46",44.91094166,12.604625,"2010","PECTJAC",0,0
"47",44.60104167,12.47834999,"2010","PECTJAC",0,0
"48",44.058775,12.61850001,"2010","PECTJAC",0,0
"49",43.57246666,13.77964999,"2010","PECTJAC",0,0
"50",43.060725,14.01331667,"2010","PECTJAC",0,0
"55",45.38146666,12.45040833,"2010","PECTJAC",0,0
"56",45.333075,12.88523334,"2010","PECTJAC",2.406965494,54.70376205
"57",45.07348333,12.73760834,"2010","PECTJAC",0.565816641,28.29083443
"63",44.21063333,12.60369164,"2010","PECTJAC",0,0
"64",44.12601666,12.52711666,"2010","PECTJAC",0,0
"65",44.07854167,12.75885833,"2010","PECTJAC",0,0
"66",43.60901667,13.66684167,"2010","PECTJAC",0,0
"68",42.90285002,13.97299169,"2010","PECTJAC",0,0
"70",42.58228334,14.2303,"2010","PECTJAC",0,0
"71",42.27284167,14.56037499,"2010","PECTJAC",0,0
"73",42.093775,14.8908,"2010","PECTJAC",0,0
"74",41.98189166,15.08045834,"2010","PECTJAC",0,0
"76",41.99620835,15.69121666,"2010","PECTJAC",0,0
"1",45.41178335,12.53724165,"2010","PECTJAC",0,0
"2",45.61915,13.13930833,"2010","PECTJAC",0,0
"3",45.64168336,13.49037499,"2010","PECTJAC",17.78277397,135.7463684
"4",45.10571667,12.37980835,"2010","PECTJAC",0,0
"5",45.14978333,12.51627501,"2010","PECTJAC",15.79291344,282.0163269
"8",44.82918336,12.482375,"2010","PECTJAC",0,0
"12",44.59260836,12.34800833,"2010","PECTJAC",0,0
"16",44.29205834,12.38444166,"2010","PECTJAC",0,0
"17",44.32106667,12.57095833,"2010","PECTJAC",0,0
"21",44.13113333,12.7713,"2010","PECTJAC",0,0
"24",43.91811666,13.018525,"2010","PECTJAC",0,0
"25",43.98065834,13.06555833,"2010","PECTJAC",0,0
"27",43.79354998,13.188875,"2010","PECTJAC",0,0
"28",43.79758336,13.36900001,"2010","PECTJAC",0,0
"51",45.33275,13.068225,"2010","PECTJAC",22.2957058,96.51820374
"53",44.55940002,13.55695,"2010","PECTJAC",3.136841536,96.51820374
"54",44.23245833,12.97803335,"2010","PECTJAC",0,0
"58",45.03390833,13.24073333,"2010","PECTJAC",6.41434288,74.58538055
"59",44.702775,12.766725,"2010","PECTJAC",0,0
"60",44.65967499,13.48419166,"2010","PECTJAC",22.53700066,627.3682861
"61",44.46424999,12.66156667,"2010","PECTJAC",0,0
"62",44.45055,12.72675835,"2010","PECTJAC",0,0
"67",43.36245001,13.98484999,"2010","PECTJAC",0,0
"6",45.25670834,12.88481668,"2010","PECTJAC",15.53943062,144.777298
"9",45.01765833,12.92678334,"2010","PECTJAC",3.383839846,25.63515091
"10",45.10116667,13.24938333,"2010","PECTJAC",13.20494461,181.9578857
"13",44.61288331,12.74525,"2010","PECTJAC",0,0
"14",44.73377501,13.15909166,"2010","PECTJAC",6.460058212,128.1757507
"18",44.39193333,12.83295002,"2010","PECTJAC",0,0
"19",44.51332501,13.2355,"2010","PECTJAC",12.35433006,144.777298
"29",43.72994165,13.61175,"2010","PECTJAC",0,0
"30",44.02031667,14.0219,"2010","PECTJAC",0,0
"32",44.01539166,14.51762501,"2010","PECTJAC",0.892793357,24.12955093
"35",43.44798334,14.2065,"2010","PECTJAC",0,0
"36",43.68183333,14.83404166,"2010","PECTJAC",3.440300465,28.19918442
"38",43.37211668,14.14920834,"2010","PECTJAC",0,0
"69",42.66720835,14.25264166,"2010","PECTJAC",0,0
"72",42.26299167,14.99335,"2010","PECTJAC",0,0
"75",42.03805,15.47019167,"2010","PECTJAC",0,0
"22",44.39308333,13.66175,"2010","PECTJAC",1.367594004,54.70376205
"23",44.33554168,14.0401,"2010","PECTJAC",0,0
"26",44.0504,13.32066666,"2010","PECTJAC",0,0
"45",45.57094167,13.53587502,"2010","PECTJAC",62.88093948,344.7420044
"1",45.41235,12.53047501,"2011","PECTJAC",0,0
"2",45.60833333,13.13333333,"2011","PECTJAC",0,0
"3",45.64076665,13.48685834,"2011","PECTJAC",58.20704269,376.0144958
"4",45.1006,12.38301667,"2011","PECTJAC",0,0
"5",45.14166667,12.5,"2011","PECTJAC",5.635229588,106.998024
"8",44.83228334,12.48010832,"2011","PECTJAC",0,0
"12",44.825,12.525,"2011","PECTJAC",0,0
"16",44.27429166,12.38578334,"2011","PECTJAC",0,0
"17",44.32735001,12.56547502,"2011","PECTJAC",0,0
"21",44.1435,12.76005001,"2011","PECTJAC",0,0
"24",43.91666667,13.00833333,"2011","PECTJAC",0,0
"25",43.95833333,13.05833333,"2011","PECTJAC",0,0
"27",43.8,13.175,"2011","PECTJAC",0,0
"28",43.79920832,13.36904167,"2011","PECTJAC",0,0
"31",43.57464164,13.60879167,"2011","PECTJAC",0,0
"33",43.37545832,13.71294168,"2011","PECTJAC",0,0
"34",43.3561,13.89314165,"2011","PECTJAC",0,0
"37",43.10746667,13.93468332,"2011","PECTJAC",0,0
"43",45.37918332,12.39175833,"2011","PECTJAC",0,0
"44",45.45833333,12.7,"2011","PECTJAC",0,0
"46",44.90833333,12.625,"2011","PECTJAC",0,0
"47",44.6,12.45833333,"2011","PECTJAC",0,0
"48",44.06014167,12.61610003,"2011","PECTJAC",0,0
"49",43.56354167,13.78586667,"2011","PECTJAC",0,0
"50",43.05631667,14.013875,"2011","PECTJAC",0,0
"55",45.38353333,12.46132499,"2011","PECTJAC",0,0
"56",45.33484999,12.88592501,"2011","PECTJAC",10.06549168,54.70376205
"57",45.0777,12.73307498,"2011","PECTJAC",3.336273909,27.34650803
"22",44.41003334,13.65525834,"2014","PECTJAC",1.689068556,48.25910187
"23",44.33762499,14.028225,"2014","PECTJAC",1.804515362,82.02342224
"26",44.05086667,13.32769167,"2014","PECTJAC",3.883204222,27.34650803
"30",43.97386665,13.99174167,"2014","PECTJAC",0,0
"32",44.03208333,14.49341666,"2014","PECTJAC",5.153203487,139.2757568
"35",43.44875,14.20755,"2014","PECTJAC",0,0
"36",43.69077498,14.823325,"2014","PECTJAC",0,0
"38",43.38244168,14.17046667,"2014","PECTJAC",0,0
"69",42.67622499,14.24784167,"2014","PECTJAC",0,0
"72",42.26245834,14.98794168,"2014","PECTJAC",0,0
"75",42.03599167,15.48029167,"2014","PECTJAC",0,0
"45",45.57062499,13.54851669,"2014","PECTJAC",0,0
"1",45.42141666,12.55077502,"2015","PECTJAC",0,0
"2",45.61693331,13.13234166,"2015","PECTJAC",0,0
"3",45.64303331,13.49619168,"2015","PECTJAC",74.64131927,738.2108154
"4",45.11741667,12.36832501,"2015","PECTJAC",0,0
"5",45.14586667,12.52249165,"2015","PECTJAC",95.7862854,1422.297729
"6",45.26000834,12.88481668,"2015","PECTJAC",33.25988388,218.8150482
"8",44.83353332,12.4809,"2015","PECTJAC",0,0
"12",44.841725,12.54470833,"2015","PECTJAC",0,0
"16",44.27270833,12.38945001,"2015","PECTJAC",0,0
"17",44.32655834,12.57050835,"2015","PECTJAC",0,0
"21",44.14313333,12.76222502,"2015","PECTJAC",0,0
"24",43.92364998,13.01997501,"2015","PECTJAC",0,0
"25",43.97293332,13.07685833,"2015","PECTJAC",0,0
"27",43.79721667,13.193175,"2015","PECTJAC",0,0
"28",43.80316668,13.37816666,"2015","PECTJAC",0,0
"31",43.578825,13.61427501,"2015","PECTJAC",0,0
"33",43.38500001,13.71395,"2015","PECTJAC",0,0
"34",43.38109166,13.88076668,"2015","PECTJAC",0,0
"37",43.09181667,13.94481668,"2015","PECTJAC",0,0
"43",45.38018333,12.39174166,"2015","PECTJAC",0,0
"44",45.47024167,12.71436666,"2015","PECTJAC",0,0
"46",44.90809167,12.63610833,"2015","PECTJAC",0,0
"47",44.57035831,12.54770832,"2015","PECTJAC",0,0
"48",44.05761667,12.62432499,"2015","PECTJAC",0,0
"49",43.57580833,13.77063335,"2015","PECTJAC",0,0
"50",43.0522,14.01249167,"2015","PECTJAC",0,0
"55",45.38424166,12.46375,"2015","PECTJAC",2.297106743,27.34650803
"56",45.32976667,12.89266669,"2015","PECTJAC",43.42625809,601.6231689
"57",45.07643333,12.7294,"2015","PECTJAC",5.031757355,109.3860321
"63",44.1952,12.61360833,"2015","PECTJAC",0,0
"64",44.15628333,12.51259999,"2015","PECTJAC",0,0
"65",44.0852225,12.76194998,"2015","PECTJAC",0,0
"66",43.60013332,13.67321666,"2015","PECTJAC",0,0
"68",42.90368334,13.98228334,"2015","PECTJAC",0,0
