"station","lat","lon","year","species","biomindex","abunindex"
"44",45.47210833,12.72950834,"2006","MELIKER",28.99019241,2056.420898
"45",45.68305,13.61899166,"2006","MELIKER",11.38889027,496.9697571
"46",44.91422501,12.64197502,"2006","MELIKER",137.243454,7138.165039
"47",44.59001668,12.401825,"2006","MELIKER",19.83790398,1094.505005
"48",44.06129167,12.60989167,"2006","MELIKER",3.171626568,193.0555267
"49",43.58243335,13.76397502,"2006","MELIKER",36.26844788,1492.68103
"50",43.06099167,14.01376667,"2006","MELIKER",24.71725845,1021.083313
"51",45.32220834,13.149,"2006","MELIKER",1.114206076,41.7827301
"55",45.31546667,12.49995,"2006","MELIKER",0,0
"56",45.31058334,12.90660833,"2006","MELIKER",2.86457777,85.93733215
"57",45.06403333,12.75746667,"2006","MELIKER",1.593088627,79.6544342
"63",44.22986666,12.58211667,"2006","MELIKER",15.27808475,867.6442871
"64",44.18273333,12.51018333,"2006","MELIKER",0.160863668,16.08636856
"65",44.07574167,12.75051664,"2006","MELIKER",17.2849617,952.1376953
"66",43.596825,13.67810001,"2006","MELIKER",43.71412277,1933.734619
"9",44.99451668,12.98117501,"2006","MELIKER",0,0
"10",45.08854167,13.27226666,"2006","MELIKER",0.940075219,43.38808823
"13",44.61051664,12.74791667,"2006","MELIKER",10.72711182,466.9448242
"14",44.75622498,13.11739167,"2006","MELIKER",1.21957767,44.34827805
"15",44.92620834,13.50746667,"2006","MELIKER",0,0
"18",44.37486666,12.91179167,"2006","MELIKER",0,0
"19",44.50535833,13.17432501,"2006","MELIKER",0,0
"28",43.83726667,13.37241666,"2006","MELIKER",69.03416443,3136.723389
"29",43.75354999,13.56099167,"2006","MELIKER",32.55993652,1211.532593
"53",44.58372501,13.55169999,"2006","MELIKER",0,0
"54",44.22265833,12.98176667,"2006","MELIKER",2.019220829,63.1006546
"58",45.00460834,13.30770834,"2006","MELIKER",0,0
"59",44.70425002,12.77826668,"2006","MELIKER",8.391615868,388.2687683
"60",44.68214165,13.48129166,"2006","MELIKER",0,0
"61",44.45446666,12.61155001,"2006","MELIKER",0.97225666,72.91925049
"62",44.46219166,12.70974998,"2006","MELIKER",11.19293785,419.735199
"67",43.35293333,13.981075,"2006","MELIKER",4.347109318,168.2751923
"22",44.42765834,13.65106665,"2006","MELIKER",0,0
"26",44.06085,13.30105834,"2006","MELIKER",0.124308974,12.43089771
"30",43.95440833,14.03468333,"2006","MELIKER",0,0
"35",43.4579,14.20568333,"2006","MELIKER",3.289215565,360.4960327
"36",43.64354998,14.84227502,"2006","MELIKER",0,0
"38",43.30815001,14.58817501,"2006","MELIKER",0,0
"1",45.28946667,12.61325,"2007","MELIKER",0,0
"2",45.61274999,13.12365834,"2007","MELIKER",2.344052315,195.3376923
"3",45.66784166,13.51835,"2007","MELIKER",1.822981238,182.2981262
"4",45.11753334,12.42181667,"2007","MELIKER",0.241295502,36.19432449
"5",45.16536667,12.50556666,"2007","MELIKER",0,0
"8",44.84059168,12.53939168,"2007","MELIKER",0.111617059,22.32341194
"12",44.59495834,12.35109167,"2007","MELIKER",0,0
"16",44.27591666,12.466375,"2007","MELIKER",0,0
"17",44.29885834,12.50121667,"2007","MELIKER",0,0
"24",43.94254999,13.01638332,"2007","MELIKER",0.452634901,45.26349258
"25",43.95345001,13.104975,"2007","MELIKER",5.590476036,364.5962524
"27",43.76328332,13.26021667,"2007","MELIKER",0.075267918,15.0535841
"28",43.78385833,13.384525,"2007","MELIKER",18.78886414,1005.601196
"33",43.394525,13.774425,"2007","MELIKER",0,0
"34",43.38153334,13.86385835,"2007","MELIKER",1.491707683,74.58538055
"37",43.12008333,13.92300835,"2007","MELIKER",0,0
"44",45.46354167,12.69964167,"2007","MELIKER",1.051772952,84.14183044
"46",44.91596667,12.63479999,"2007","MELIKER",0.977907598,119.5220337
"48",44.11046667,12.62148333,"2007","MELIKER",0,0
"49",43.57912502,13.75024999,"2007","MELIKER",6.927329063,401.0558777
"50",43.06335833,14.011225,"2007","MELIKER",3.692141294,369.2141113
"55",45.31500834,12.499825,"2007","MELIKER",0,0
"64",44.19676666,12.54355831,"2007","MELIKER",0,0
"65",44.05785,12.7272,"2007","MELIKER",0,0
"66",43.62468332,13.65556666,"2007","MELIKER",2.71683383,217.3466949
"68",42.84834169,14.00336667,"2007","MELIKER",0,0
"70",42.58757502,14.22356667,"2007","MELIKER",11.20609665,520.28302
"71",42.27317501,14.5618,"2007","MELIKER",0,0
"73",42.109875,14.84746666,"2007","MELIKER",0.410237879,41.02378845
"74",41.97380832,15.0901,"2007","MELIKER",0,0
"76",41.99512501,15.68753335,"2007","MELIKER",48.02613068,1841.001587
"6",45.25565833,12.888025,"2007","MELIKER",1.562701464,78.13507843
"9",44.98965832,12.93354165,"2007","MELIKER",9.114906311,390.638855
"10",45.10624167,13.25080001,"2007","MELIKER",11.25081921,351.5881042
"13",44.61168334,12.75518332,"2007","MELIKER",26.46319008,1032.064453
"14",44.73781665,13.15733333,"2007","MELIKER",2.613462448,72.59617615
"18",44.396275,12.83765834,"2007","MELIKER",63.72343063,2060.518066
"19",44.49602501,13.181575,"2007","MELIKER",0,0
"29",43.71990833,13.609725,"2007","MELIKER",29.02630043,1060.090942
"51",45.33075,13.15031666,"2007","MELIKER",2.169404507,92.97447968
"53",44.55718333,13.55515833,"2007","MELIKER",0,0
"54",44.23871667,12.97624168,"2007","MELIKER",14.86838722,358.8921204
"56",45.33106666,12.89739167,"2007","MELIKER",4.689419746,312.6279907
"57",45.0678,12.74945002,"2007","MELIKER",5.546073437,231.0863953
"58",45.02563333,13.24385834,"2007","MELIKER",26.08912277,649.2767944
"59",44.70032498,12.78254166,"2007","MELIKER",21.74260712,1066.61853
"60",44.65780001,13.50269167,"2007","MELIKER",0,0
"61",44.46035,12.62639167,"2007","MELIKER",7.26235199,376.5663757
"62",44.45898333,12.70846666,"2007","MELIKER",25.40466118,1058.527588
"67",43.35130833,13.98058335,"2007","MELIKER",14.80805588,560.3048096
"22",44.39638333,13.65376666,"2007","MELIKER",0,0
"23",44.33468334,14.05761667,"2007","MELIKER",0,0
"26",44.04205833,13.32945,"2007","MELIKER",1.538109064,51.27030182
"30",44.00149166,14.02475833,"2007","MELIKER",0,0
"32",44.0158,14.49663332,"2007","MELIKER",0,0
"35",43.45248334,14.20711667,"2007","MELIKER",4.018536091,368.3658142
"36",43.66616669,14.83563334,"2007","MELIKER",0.045574535,22.78726578
"38",43.37708333,14.143675,"2007","MELIKER",0,0
"69",42.67235832,14.25586666,"2007","MELIKER",1.674390078,66.9756012
"72",42.25248334,15.00780001,"2007","MELIKER",0,0
"75",42.03885,15.46616667,"2007","MELIKER",0.763154864,38.15774536
"45",45.55720002,13.68409166,"2007","MELIKER",1.152468085,57.62340164
"1",45.41025834,12.50290833,"2008","MELIKER",1.427906156,109.8389359
"2",45.61951669,13.13591667,"2008","MELIKER",21.57834244,1330.568115
"3",45.67071667,13.52076667,"2008","MELIKER",0,0
"4",45.098875,12.38338334,"2008","MELIKER",5.66937685,462.8062744
"5",45.15225,12.50874166,"2008","MELIKER",0,0
"8",44.819675,12.47690001,"2008","MELIKER",0.881492257,55.09326553
"12",44.59279165,12.3459,"2008","MELIKER",0.471921295,58.99015808
"16",44.27281667,12.46529166,"2008","MELIKER",2.516509295,216.9404602
"17",44.28911667,12.49211666,"2008","MELIKER",4.395746708,347.0326538
"21",44.147875,12.76268333,"2008","MELIKER",41.15923691,2696.203857
"24",43.94301666,12.99036668,"2008","MELIKER",4.673683643,267.067627
"25",43.97364165,13.067025,"2008","MELIKER",57.54507828,2849.454346
"27",43.76422501,13.25191667,"2008","MELIKER",3.778799772,192.7959137
"28",43.79069999,13.37176666,"2008","MELIKER",48.06400681,2444.398193
"31",43.57990001,13.60746667,"2008","MELIKER",0.671748102,27.98950386
"33",43.33374166,13.742125,"2008","MELIKER",3.180008411,42.9730835
"34",43.33639166,13.90425002,"2008","MELIKER",27.14981842,1203.548584
"37",43.12926667,13.905675,"2008","MELIKER",8.150932312,315.519989
"43",45.37731667,12.38722499,"2008","MELIKER",1.262199044,78.88743591
"44",45.46295832,12.70004164,"2008","MELIKER",2.921464682,173.5523529
"46",44.90868333,12.61919168,"2008","MELIKER",13.01642609,607.4332275
"47",44.59869165,12.41416666,"2008","MELIKER",0.884938896,68.07221985
"48",44.066675,12.60445833,"2008","MELIKER",1.833437562,98.21987152
"49",43.57828334,13.76795835,"2008","MELIKER",28.84132576,1184.505127
"50",43.0569,14.01305833,"2008","MELIKER",3.949388266,209.4372559
"55",45.38503334,12.45728334,"2008","MELIKER",8.340871811,447.8320618
"56",45.33060832,12.88990002,"2008","MELIKER",3.037166595,108.4702301
"57",45.07933333,12.7261,"2008","MELIKER",1.301642776,57.8507843
"63",44.20818334,12.59896666,"2008","MELIKER",6.655143738,626.9338989
"64",44.20163333,12.55260832,"2008","MELIKER",3.349439383,334.9439392
"65",44.078075,12.75732498,"2008","MELIKER",9.863558769,809.9110107
"66",43.59785,13.68446665,"2008","MELIKER",29.41696739,1399.475098
"68",42.86325833,13.96815834,"2008","MELIKER",3.095017195,187.5767975
"70",42.58307501,14.23095,"2008","MELIKER",20.59060478,722.9846802
"71",42.25754166,14.58665835,"2008","MELIKER",15.30022526,655.723938
"73",42.09605833,14.87953332,"2008","MELIKER",19.50025368,659.1635742
"74",41.99645833,15.05529167,"2008","MELIKER",44.37077713,1436.141113
"76",41.99574169,15.66085831,"2008","MELIKER",41.36848831,1483.443604
"6",45.25585,12.87547916,"2008","MELIKER",1.703028321,53.2196312
"9",45.00694166,12.92854166,"2008","MELIKER",0.979632616,55.97900772
"10",45.09945834,13.25025,"2008","MELIKER",2.359227419,54.23511505
"13",44.60818332,12.73935833,"2008","MELIKER",12.42353153,578.479248
"14",44.73999166,13.08565833,"2008","MELIKER",4.230532646,110.6021652
"18",44.40078333,12.84240834,"2008","MELIKER",3.742222786,108.4702301
"19",44.45839167,13.16165001,"2008","MELIKER",0,0
"29",43.73704999,13.607925,"2008","MELIKER",2.496854782,91.3483429
"51",45.332875,13.06869166,"2008","MELIKER",0,0
"53",44.55649999,13.55434167,"2008","MELIKER",0,0
"54",44.23999166,12.96583331,"2008","MELIKER",0,0
"58",45.00173334,13.24308333,"2008","MELIKER",3.100706339,85.34053802
"59",44.70234998,12.76808335,"2008","MELIKER",2.471863508,109.8605881
"60",44.67460833,13.48136667,"2008","MELIKER",0,0
"61",44.44905,12.61378333,"2008","MELIKER",44.77533722,1991.279297
"62",44.45574166,12.73584998,"2008","MELIKER",9.814162254,426.7026978
"67",43.34198333,13.98144999,"2008","MELIKER",6.96773243,210.3466492
"22",44.40116666,13.65633332,"2008","MELIKER",0,0
"23",44.331975,14.038775,"2008","MELIKER",0,0
"26",44.03641667,13.33275,"2008","MELIKER",0,0
"30",43.96748333,13.99643335,"2008","MELIKER",0,0
"32",44.02669167,14.48769166,"2008","MELIKER",0,0
"35",43.44784168,14.20715,"2008","MELIKER",0,0
"36",43.66895835,14.83473333,"2008","MELIKER",0,0
"38",43.37058333,14.1268,"2008","MELIKER",0,0
"69",42.64914166,14.25374167,"2008","MELIKER",0,0
"72",42.26279999,14.994775,"2008","MELIKER",0,0
"75",42.039225,15.45325832,"2008","MELIKER",0,0
"45",45.68997498,13.65568336,"2008","MELIKER",1.389284492,86.83027649
"31",43.57972501,13.60606667,"2009","MELIKER",1.14400351,53.20946121
"33",43.40745834,13.69791667,"2009","MELIKER",0.298426747,29.84267426
"34",43.38027501,13.88165833,"2009","MELIKER",18.64388275,879.696167
"37",43.12266667,13.92539167,"2009","MELIKER",28.50263596,1401.769043
"43",45.37876666,12.39013333,"2009","MELIKER",0,0
"44",45.46525833,12.70945835,"2009","MELIKER",1.612577558,28.29083443
"46",44.91401666,12.61367499,"2009","MELIKER",9.700148582,426.0200195
"47",44.60189168,12.47544999,"2009","MELIKER",11.17185307,595.8321533
"48",44.06429167,12.60956669,"2009","MELIKER",3.934011936,176.1497955
"49",43.58019168,13.76995001,"2009","MELIKER",42.2867775,1989.653931
"50",43.05488333,14.01483333,"2009","MELIKER",44.67102051,1826.465942
"55",45.38264167,12.45417501,"2009","MELIKER",0.52228415,34.81894302
"56",45.33170834,12.89693333,"2009","MELIKER",5.23593092,241.6583557
"57",45.0736,12.72432499,"2009","MELIKER",23.71394157,1074.244263
"1",45.41306667,12.53091666,"2009","MELIKER",1.322361469,77.78596497
"2",45.61889998,13.13794167,"2009","MELIKER",2.139960527,106.998024
"3",45.640625,13.48459167,"2009","MELIKER",0,0
"4",45.10256666,12.383225,"2009","MELIKER",1.504057884,82.03952789
"5",45.14478333,12.51676666,"2009","MELIKER",2.142704248,100.4392548
"8",44.83700835,12.48550835,"2009","MELIKER",5.809789181,477.5169067
"12",44.59358333,12.34332501,"2009","MELIKER",2.106484175,247.8216553
"16",44.291575,12.45352499,"2009","MELIKER",0,0
"17",44.306675,12.56190834,"2009","MELIKER",3.899721622,278.5515442
"21",44.14678333,12.76473335,"2009","MELIKER",30.33650398,1640.8927
"24",43.92175001,13.01944167,"2009","MELIKER",3.396970034,246.5542908
"25",43.97674999,13.06930833,"2009","MELIKER",77.44718933,3669.787354
"27",43.78932498,13.19713333,"2009","MELIKER",2.702509642,144.777298
"28",43.776325,13.39157499,"2009","MELIKER",69.67890167,3172.194824
"63",44.21291667,12.57492501,"2009","MELIKER",0,0
"64",44.13565,12.51677499,"2009","MELIKER",0,0
"65",44.07600833,12.75265834,"2009","MELIKER",1.406487703,133.9512024
"66",43.59725002,13.68058332,"2009","MELIKER",22.08985901,1122.770508
"68",42.85909999,13.99835,"2009","MELIKER",12.41663647,538.5529175
"70",42.58730834,14.224675,"2009","MELIKER",33.86982727,1654.171021
"71",42.27802501,14.56145833,"2009","MELIKER",27.0658493,951.6431274
"73",42.09963334,14.88464998,"2009","MELIKER",7.809119225,394.3999634
"74",41.98585002,15.07385,"2009","MELIKER",7.263091564,159.6283875
"76",41.99526666,15.67915001,"2009","MELIKER",9.870790482,406.7633667
"51",45.33331666,13.07473333,"2009","MELIKER",6.074332714,247.9319458
"53",44.55482499,13.55286668,"2009","MELIKER",0,0
"54",44.233075,12.96911666,"2009","MELIKER",12.5099535,435.7975769
"58",45.03210833,13.24366666,"2009","MELIKER",7.459828854,205.0812073
"59",44.70131664,12.78104169,"2009","MELIKER",35.46842194,1531.404419
"60",44.67615833,13.48196667,"2009","MELIKER",0,0
"61",44.45855832,12.67357502,"2009","MELIKER",46.73068237,2116.941162
"6",45.26067499,12.89485833,"2009","MELIKER",5.934422493,293.0578918
"9",45.01102501,12.92319164,"2009","MELIKER",24.16232109,931.4273071
"10",45.104975,13.249825,"2009","MELIKER",4.922371864,54.69301605
"13",44.62010835,12.76155834,"2009","MELIKER",33.82835007,1266.878418
"14",44.74818335,13.084525,"2009","MELIKER",5.461209297,208.8987274
"18",44.38903333,12.83953336,"2009","MELIKER",44.79705429,1574.645264
"19",44.458275,13.15953333,"2009","MELIKER",0,0
"29",43.71219168,13.62120835,"2009","MELIKER",15.49301624,564.8496094
"62",44.45179167,12.73599167,"2009","MELIKER",8.0779953,340.4519043
"67",43.34532501,13.98231665,"2009","MELIKER",1.647908807,82.39544678
"32",43.66866665,13.77039169,"2009","MELIKER",5.6757164,220.72229
"35",43.438925,14.20248333,"2009","MELIKER",0,0
"36",43.74165834,13.69459998,"2009","MELIKER",4.935523033,164.5174408
"38",43.37657501,14.141225,"2009","MELIKER",0,0
"22",44.39830832,13.67584168,"2009","MELIKER",0,0
"23",44.343525,14.02839167,"2009","MELIKER",0,0
"26",44.04500833,13.32696667,"2009","MELIKER",0,0
"30",43.94413335,14.02609168,"2009","MELIKER",0,0
"69",42.65584167,14.25533333,"2009","MELIKER",0.964828134,28.37729645
"72",42.25731667,15.00098334,"2009","MELIKER",0,0
"75",42.039575,15.436625,"2009","MELIKER",4.075879097,178.9410248
"45",45.57085832,13.54176668,"2009","MELIKER",0,0
"31",43.58226668,13.60694167,"2010","MELIKER",3.010048866,189.8229065
"33",43.37397499,13.71733332,"2010","MELIKER",4.366687298,188.684021
"34",43.35860833,13.88905834,"2010","MELIKER",15.79793549,830.1851196
"37",43.12283333,13.92508332,"2010","MELIKER",22.54779434,1075.051636
"43",45.38898333,12.40085001,"2010","MELIKER",1.164380312,52.92638016
"44",45.466225,12.71060836,"2010","MELIKER",5.136911392,201.4475098
"46",44.91094166,12.604625,"2010","MELIKER",10.00308609,688.0429688
"47",44.60104167,12.47834999,"2010","MELIKER",7.832863331,522.190918
"48",44.058775,12.61850001,"2010","MELIKER",7.766408443,711.0092163
"49",43.57246666,13.77964999,"2010","MELIKER",23.89196014,1256.122437
"50",43.060725,14.01331667,"2010","MELIKER",55.51663971,2582.169434
"55",45.38146666,12.45040833,"2010","MELIKER",4.444243908,341.8649292
"56",45.333075,12.88523334,"2010","MELIKER",0.984667659,54.70376205
"57",45.07348333,12.73760834,"2010","MELIKER",0,0
"63",44.21063333,12.60369164,"2010","MELIKER",21.080019,1230.351318
"64",44.12601666,12.52711666,"2010","MELIKER",4.430569649,410.2378845
"65",44.07854167,12.75885833,"2010","MELIKER",8.532948494,656.3806152
"66",43.60901667,13.66684167,"2010","MELIKER",21.95368767,1159.924194
"68",42.90285002,13.97299169,"2010","MELIKER",44.82092667,2160.374023
"70",42.58228334,14.2303,"2010","MELIKER",13.52546883,626.6626587
"71",42.27284167,14.56037499,"2010","MELIKER",42.17163467,2126.811523
"73",42.093775,14.8908,"2010","MELIKER",46.8172226,2023.641602
"74",41.98189166,15.08045834,"2010","MELIKER",17.46517944,696.3788452
"76",41.99620835,15.69121666,"2010","MELIKER",61.34491348,2537.879883
"1",45.41178335,12.53724165,"2010","MELIKER",2.23736167,149.1574554
"2",45.61915,13.13930833,"2010","MELIKER",2.06862855,142.664032
"3",45.64168336,13.49037499,"2010","MELIKER",0,0
"4",45.10571667,12.37980835,"2010","MELIKER",2.883968115,323.2033386
"5",45.14978333,12.51627501,"2010","MELIKER",0,0
"8",44.82918336,12.482375,"2010","MELIKER",2.789343834,300.8115845
"12",44.59260836,12.34800833,"2010","MELIKER",4.131061077,337.2294617
"16",44.29205834,12.38444166,"2010","MELIKER",10.44359398,835.4875488
"17",44.32106667,12.57095833,"2010","MELIKER",5.501393318,348.1894226
"21",44.13113333,12.7713,"2010","MELIKER",10.76874447,717.9163208
"24",43.91811666,13.018525,"2010","MELIKER",14.76752853,898.5533447
"25",43.98065834,13.06555833,"2010","MELIKER",53.39834595,2913.200439
"27",43.79354998,13.188875,"2010","MELIKER",8.422724724,574.2766724
"28",43.79758336,13.36900001,"2010","MELIKER",8.361493111,420.5484924
"51",45.33275,13.068225,"2010","MELIKER",0,0
"53",44.55940002,13.55695,"2010","MELIKER",0,0
"54",44.23245833,12.97803335,"2010","MELIKER",0.522097707,24.86179543
"58",45.03390833,13.24073333,"2010","MELIKER",2.734797478,74.58538055
"59",44.702775,12.766725,"2010","MELIKER",0,0
"60",44.65967499,13.48419166,"2010","MELIKER",0,0
"61",44.46424999,12.66156667,"2010","MELIKER",3.717096806,205.0812073
"62",44.45055,12.72675835,"2010","MELIKER",21.80566788,1111.453979
"67",43.36245001,13.98484999,"2010","MELIKER",19.59195709,806.7276611
"6",45.25670834,12.88481668,"2010","MELIKER",1.351254821,48.25910187
"9",45.01765833,12.92678334,"2010","MELIKER",0.922865391,51.27030182
"10",45.10116667,13.24938333,"2010","MELIKER",0.831807554,51.98796844
"13",44.61288331,12.74525,"2010","MELIKER",3.418587208,177.2600708
"14",44.73377501,13.15909166,"2010","MELIKER",0,0
"18",44.39193333,12.83295002,"2010","MELIKER",23.07590103,952.6748657
"19",44.51332501,13.2355,"2010","MELIKER",0,0
"29",43.72994165,13.61175,"2010","MELIKER",21.96932411,922.8654175
"30",44.02031667,14.0219,"2010","MELIKER",0,0
"32",44.01539166,14.51762501,"2010","MELIKER",0,0
"35",43.44798334,14.2065,"2010","MELIKER",0,0
"36",43.68183333,14.83404166,"2010","MELIKER",0,0
"38",43.37211668,14.14920834,"2010","MELIKER",0,0
"69",42.66720835,14.25264166,"2010","MELIKER",0,0
"72",42.26299167,14.99335,"2010","MELIKER",0.692149103,25.63515091
"75",42.03805,15.47019167,"2010","MELIKER",1.713198185,48.25910187
"22",44.39308333,13.66175,"2010","MELIKER",0,0
"23",44.33554168,14.0401,"2010","MELIKER",0,0
"26",44.0504,13.32066666,"2010","MELIKER",0,0
"45",45.57094167,13.53587502,"2010","MELIKER",0.896329224,68.9484024
"1",45.41235,12.53047501,"2011","MELIKER",1.640731931,149.1574554
"2",45.60833333,13.13333333,"2011","MELIKER",1.131633282,113.1633377
"3",45.64076665,13.48685834,"2011","MELIKER",2.481695652,300.811615
"4",45.1006,12.38301667,"2011","MELIKER",0.984474242,109.3860321
"5",45.14166667,12.5,"2011","MELIKER",1.141312361,35.666008
"8",44.83228334,12.48010832,"2011","MELIKER",10.07184029,876.8425293
"12",44.825,12.525,"2011","MELIKER",3.863625765,238.1687164
"16",44.27429166,12.38578334,"2011","MELIKER",0,0
"17",44.32735001,12.56547502,"2011","MELIKER",30.30588531,2461.669189
"21",44.1435,12.76005001,"2011","MELIKER",14.79148293,1102.311523
"24",43.91666667,13.00833333,"2011","MELIKER",2.202200651,161.1366425
"25",43.95833333,13.05833333,"2011","MELIKER",38.13345718,2011.202393
"18",44.39051668,12.84810836,"2014","MELIKER",36.97247696,1285.285889
"19",44.45665835,13.159175,"2014","MELIKER",0,0
"29",43.74034999,13.61027498,"2014","MELIKER",48.53648758,1772.123413
"49",43.58620831,13.73615001,"2014","MELIKER",28.30363464,1367.325439
"51",45.33615832,13.08153333,"2014","MELIKER",7.298049927,222.841217
"53",44.56875,13.54898335,"2014","MELIKER",0,0
"54",44.240625,12.97665002,"2014","MELIKER",41.45730591,1285.285889
"58",45.01803334,13.242425,"2014","MELIKER",1.777522922,54.69301605
"59",44.70332502,12.76512499,"2014","MELIKER",11.13002872,464.890625
"60",44.67343334,13.48961666,"2014","MELIKER",0,0
"61",44.46951667,12.65555,"2014","MELIKER",25.04178238,1058.49585
"62",44.45360834,12.72476667,"2014","MELIKER",22.83433342,957.1278076
"67",43.36550833,13.99185833,"2014","MELIKER",17.88461494,738.3557129
"22",44.41003334,13.65525834,"2014","MELIKER",0,0
"23",44.33762499,14.028225,"2014","MELIKER",0,0
"26",44.05086667,13.32769167,"2014","MELIKER",1.449364901,27.34650803
"30",43.97386665,13.99174167,"2014","MELIKER",0,0
"32",44.03208333,14.49341666,"2014","MELIKER",0,0
"35",43.44875,14.20755,"2014","MELIKER",0,0
"36",43.69077498,14.823325,"2014","MELIKER",0,0
"38",43.38244168,14.17046667,"2014","MELIKER",0,0
"69",42.67622499,14.24784167,"2014","MELIKER",0,0
"72",42.26245834,14.98794168,"2014","MELIKER",0,0
"75",42.03599167,15.48029167,"2014","MELIKER",0,0
"45",45.57062499,13.54851669,"2014","MELIKER",0,0
"1",45.42141666,12.55077502,"2015","MELIKER",3.500353098,382.8511047
"2",45.61693331,13.13234166,"2015","MELIKER",1.203246355,82.03952789
"3",45.64303331,13.49619168,"2015","MELIKER",5.905686378,410.1171265
"4",45.11741667,12.36832501,"2015","MELIKER",1.128154278,153.8392181
