"station","lat","lon","year","species","biomindex","abunindex"
"29",43.87463334,13.681775,"2005","SEPIOFF",1.640709996,10.25443745
"30",43.94793332,14.00480832,"2005","SEPIOFF",0,0
"31",44.02759167,14.309425,"2005","SEPIOFF",0,0
"36",43.69045,14.07151667,"2005","SEPIOFF",0,0
"37",43.77285833,14.3706,"2005","SEPIOFF",0,0
"38",43.87123334,14.72010002,"2005","SEPIOFF",0,0
"1",45.38526667,12.45704166,"2006","SEPIOFF",123.3007507,1996.875732
"2",45.59166667,13.1,"2006","SEPIOFF",27.71095276,394.5104065
"3",45.66940832,13.51147501,"2006","SEPIOFF",203.7167969,2037.167969
"4",45.09904167,12.37793334,"2006","SEPIOFF",122.7109756,933.413269
"5",45.15145001,12.50060833,"2006","SEPIOFF",163.8729401,1768.529663
"6",45.238775,12.84990832,"2006","SEPIOFF",563.7229614,3958.910645
"8",44.904625,12.53149168,"2006","SEPIOFF",11.45581627,161.7291718
"12",44.59268332,12.35505834,"2006","SEPIOFF",94.05540466,811.458374
"16",44.28812501,12.45860833,"2006","SEPIOFF",22.15284729,492.2854919
"17",44.31325833,12.56945,"2006","SEPIOFF",76.95627594,1433.499268
"21",44.145425,12.75641667,"2006","SEPIOFF",40.02529907,904.786499
"24",43.93093335,12.99422502,"2006","SEPIOFF",19.50075912,188.2831879
"25",43.97676668,13.0653,"2006","SEPIOFF",24.85755348,330.6177063
"27",43.74651667,13.19993333,"2006","SEPIOFF",0,0
"31",43.58388335,13.59571667,"2006","SEPIOFF",0,0
"33",43.399075,13.70545832,"2006","SEPIOFF",0,0
"34",43.37753334,13.86211665,"2006","SEPIOFF",7.640127659,75.14879608
"37",43.15116667,13.87613331,"2006","SEPIOFF",11.07642365,102.5594711
"43",45.37564999,12.40067499,"2006","SEPIOFF",208.3377075,1815.442871
"44",45.47210833,12.72950834,"2006","SEPIOFF",120.1804428,681.0224609
"45",45.68305,13.61899166,"2006","SEPIOFF",36.44444656,662.6263428
"46",44.91422501,12.64197502,"2006","SEPIOFF",23.83570099,326.17276
"47",44.59001668,12.401825,"2006","SEPIOFF",157.3350983,2428.433105
"48",44.06129167,12.60989167,"2006","SEPIOFF",6.89484024,41.36904144
"49",43.58243335,13.76397502,"2006","SEPIOFF",10.97922325,209.7155151
"50",43.06099167,14.01376667,"2006","SEPIOFF",2.464683771,21.12586212
"51",45.32220834,13.149,"2006","SEPIOFF",302.2284241,2966.57373
"55",45.31546667,12.49995,"2006","SEPIOFF",257.3232117,3762.692139
"56",45.31058334,12.90660833,"2006","SEPIOFF",395.3117371,3093.743896
"57",45.06403333,12.75746667,"2006","SEPIOFF",175.2397614,1065.378052
"63",44.22986666,12.58211667,"2006","SEPIOFF",49.98386002,980.8153076
"64",44.18273333,12.51018333,"2006","SEPIOFF",1.769500494,112.6045761
"65",44.07574167,12.75051664,"2006","SEPIOFF",85.00392914,1772.44104
"66",43.596825,13.67810001,"2006","SEPIOFF",8.906898499,117.1960373
"9",44.99451668,12.98117501,"2006","SEPIOFF",166.460083,1151.453247
"10",45.08854167,13.27226666,"2006","SEPIOFF",502.5787048,4613.600098
"13",44.61051664,12.74791667,"2006","SEPIOFF",45.18006897,593.1461182
"14",44.75622498,13.11739167,"2006","SEPIOFF",284.4055176,3680.907227
"15",44.92620834,13.50746667,"2006","SEPIOFF",82.29931641,1068.308472
"18",44.37486666,12.91179167,"2006","SEPIOFF",122.2583389,1016.399475
"19",44.50535833,13.17432501,"2006","SEPIOFF",78.57049561,437.5155029
"28",43.83726667,13.37241666,"2006","SEPIOFF",13.12436581,157.4923859
"29",43.75354999,13.56099167,"2006","SEPIOFF",74.83737183,782.4481201
"53",44.58372501,13.55169999,"2006","SEPIOFF",147.655426,1603.69397
"54",44.22265833,12.98176667,"2006","SEPIOFF",101.7182617,1110.571533
"58",45.00460834,13.30770834,"2006","SEPIOFF",284.4198303,3582.893555
"59",44.70425002,12.77826668,"2006","SEPIOFF",158.8019257,2780.505371
"60",44.68214165,13.48129166,"2006","SEPIOFF",156.2555389,1640.683228
"61",44.45446666,12.61155001,"2006","SEPIOFF",74.62069702,1227.474121
"62",44.46219166,12.70974998,"2006","SEPIOFF",129.9907227,1437.275024
"67",43.35293333,13.981075,"2006","SEPIOFF",88.06402588,560.9172974
"22",44.42765834,13.65106665,"2006","SEPIOFF",36.9969902,208.8539734
"26",44.06085,13.30105834,"2006","SEPIOFF",90.2483139,484.8049927
"30",43.95440833,14.03468333,"2006","SEPIOFF",0,0
"35",43.4579,14.20568333,"2006","SEPIOFF",0,0
"36",43.64354998,14.84227502,"2006","SEPIOFF",0,0
"38",43.30815001,14.58817501,"2006","SEPIOFF",0,0
"1",45.28946667,12.61325,"2007","SEPIOFF",125.2702026,633.6624756
"2",45.61274999,13.12365834,"2007","SEPIOFF",0,0
"3",45.66784166,13.51835,"2007","SEPIOFF",48.30900192,364.5962524
"4",45.11753334,12.42181667,"2007","SEPIOFF",7.600808144,24.12955093
"5",45.16536667,12.50556666,"2007","SEPIOFF",53.87262344,355.5046082
"8",44.84059168,12.53939168,"2007","SEPIOFF",0,0
"12",44.59495834,12.35109167,"2007","SEPIOFF",0,0
"16",44.27591666,12.466375,"2007","SEPIOFF",0,0
"17",44.29885834,12.50121667,"2007","SEPIOFF",0,0
"24",43.94254999,13.01638332,"2007","SEPIOFF",0,0
"25",43.95345001,13.104975,"2007","SEPIOFF",0.607660472,12.15320873
"27",43.76328332,13.26021667,"2007","SEPIOFF",0,0
"28",43.78385833,13.384525,"2007","SEPIOFF",0,0
"33",43.394525,13.774425,"2007","SEPIOFF",0,0
"34",43.38153334,13.86385835,"2007","SEPIOFF",0,0
"37",43.12008333,13.92300835,"2007","SEPIOFF",0,0
"44",45.46354167,12.69964167,"2007","SEPIOFF",47.11942673,189.3191223
"46",44.91596667,12.63479999,"2007","SEPIOFF",0,0
"48",44.11046667,12.62148333,"2007","SEPIOFF",0,0
"49",43.57912502,13.75024999,"2007","SEPIOFF",0,0
"50",43.06335833,14.011225,"2007","SEPIOFF",0,0
"55",45.31500834,12.499825,"2007","SEPIOFF",103.683075,402.3522339
"64",44.19676666,12.54355831,"2007","SEPIOFF",0,0
"65",44.05785,12.7272,"2007","SEPIOFF",0,0
"66",43.62468332,13.65556666,"2007","SEPIOFF",0,0
"68",42.84834169,14.00336667,"2007","SEPIOFF",0,0
"70",42.58757502,14.22356667,"2007","SEPIOFF",0,0
"71",42.27317501,14.5618,"2007","SEPIOFF",0,0
"73",42.109875,14.84746666,"2007","SEPIOFF",28.71665192,41.02378845
"74",41.97380832,15.0901,"2007","SEPIOFF",0,0
"76",41.99512501,15.68753335,"2007","SEPIOFF",10.40566063,40.02177429
"6",45.25565833,12.888025,"2007","SEPIOFF",417.631958,2226.849609
"9",44.98965832,12.93354165,"2007","SEPIOFF",162.7661896,1197.959106
"10",45.10624167,13.25080001,"2007","SEPIOFF",567.2288208,3504.161377
"13",44.61168334,12.75518332,"2007","SEPIOFF",58.48365021,291.0950928
"14",44.73781665,13.15733333,"2007","SEPIOFF",252.6346893,1350.28894
"18",44.396275,12.83765834,"2007","SEPIOFF",111.8021927,610.5239258
"19",44.49602501,13.181575,"2007","SEPIOFF",219.4829254,1129.378174
"29",43.71990833,13.609725,"2007","SEPIOFF",0,0
"51",45.33075,13.15031666,"2007","SEPIOFF",202.9013062,1611.557617
"53",44.55718333,13.55515833,"2007","SEPIOFF",70.3086319,443.1719666
"54",44.23871667,12.97624168,"2007","SEPIOFF",199.1338501,1358.662964
"56",45.33106666,12.89739167,"2007","SEPIOFF",219.6211548,1484.98291
"57",45.0678,12.74945002,"2007","SEPIOFF",89.66152191,439.0641479
"58",45.02563333,13.24385834,"2007","SEPIOFF",591.4321289,3033.893311
"59",44.70032498,12.78254166,"2007","SEPIOFF",59.89473343,369.2141113
"60",44.65780001,13.50269167,"2007","SEPIOFF",274.5639343,1827.656982
"61",44.46035,12.62639167,"2007","SEPIOFF",0,0
"62",44.45898333,12.70846666,"2007","SEPIOFF",34.13751602,105.8527603
"67",43.35130833,13.98058335,"2007","SEPIOFF",14.00761986,40.02177429
"22",44.39638333,13.65376666,"2007","SEPIOFF",140.185379,1319.811401
"23",44.33468334,14.05761667,"2007","SEPIOFF",204.7185974,1267.838379
"26",44.04205833,13.32945,"2007","SEPIOFF",142.0187378,845.9599609
"30",44.00149166,14.02475833,"2007","SEPIOFF",37.19271469,120.3293686
"32",44.0158,14.49663332,"2007","SEPIOFF",218.1351013,1017.539856
"35",43.45248334,14.20711667,"2007","SEPIOFF",17.41365623,133.9512024
"36",43.66616669,14.83563334,"2007","SEPIOFF",0,0
"38",43.37708333,14.143675,"2007","SEPIOFF",46.23881149,186.4468079
"69",42.67235832,14.25586666,"2007","SEPIOFF",23.44146156,66.9756012
"72",42.25248334,15.00780001,"2007","SEPIOFF",36.99864578,160.863678
"75",42.03885,15.46616667,"2007","SEPIOFF",14.49994278,76.31549072
"45",45.55720002,13.68409166,"2007","SEPIOFF",48.40365601,633.8574219
"1",45.41025834,12.50290833,"2008","SEPIOFF",5.931302547,54.91946793
"2",45.61951669,13.13591667,"2008","SEPIOFF",41.53686523,289.2539368
"3",45.67071667,13.52076667,"2008","SEPIOFF",62.04772568,884.2905884
"4",45.098875,12.38338334,"2008","SEPIOFF",23.02461243,289.2539368
"5",45.15225,12.50874166,"2008","SEPIOFF",169.1467896,1835.650024
"8",44.819675,12.47690001,"2008","SEPIOFF",0,0
"12",44.59279165,12.3459,"2008","SEPIOFF",6.960838795,117.9803162
"16",44.27281667,12.46529166,"2008","SEPIOFF",10.41314125,43.38809204
"17",44.28911667,12.49211666,"2008","SEPIOFF",10.17962456,57.83877563
"21",44.147875,12.76268333,"2008","SEPIOFF",103.8459702,2443.43457
"24",43.94301666,12.99036668,"2008","SEPIOFF",8.145563126,66.76690674
"25",43.97364165,13.067025,"2008","SEPIOFF",48.92721558,486.492218
"27",43.76422501,13.25191667,"2008","SEPIOFF",2.467787743,77.11836243
"28",43.79069999,13.37176666,"2008","SEPIOFF",15.60020447,192.2560272
"31",43.57990001,13.60746667,"2008","SEPIOFF",4.254404545,27.98950386
"33",43.33374166,13.742125,"2008","SEPIOFF",15.0405798,42.9730835
"34",43.33639166,13.90425002,"2008","SEPIOFF",28.1014595,111.9580154
"37",43.12926667,13.905675,"2008","SEPIOFF",26.7666111,78.87999725
"43",45.37731667,12.38722499,"2008","SEPIOFF",14.94917011,78.88743591
"44",45.46295832,12.70004164,"2008","SEPIOFF",96.14800262,665.2840576
"46",44.90868333,12.61919168,"2008","SEPIOFF",4.628062725,115.7015686
"47",44.59869165,12.41416666,"2008","SEPIOFF",69.77402496,1089.155518
"48",44.066675,12.60445833,"2008","SEPIOFF",0,0
"49",43.57828334,13.76795835,"2008","SEPIOFF",32.61521149,192.8264313
"50",43.0569,14.01305833,"2008","SEPIOFF",0,0
"55",45.38503334,12.45728334,"2008","SEPIOFF",37.95376587,279.8950195
"56",45.33060832,12.88990002,"2008","SEPIOFF",222.4181976,1843.993896
"57",45.07933333,12.7261,"2008","SEPIOFF",118.4784164,1157.015747
"63",44.20818334,12.59896666,"2008","SEPIOFF",16.39673233,192.9027252
"64",44.20163333,12.55260832,"2008","SEPIOFF",6.211687565,182.6966858
"65",44.078075,12.75732498,"2008","SEPIOFF",23.89237404,462.8062744
"66",43.59785,13.68446665,"2008","SEPIOFF",0,0
"68",42.86325833,13.96815834,"2008","SEPIOFF",0,0
"70",42.58307501,14.23095,"2008","SEPIOFF",17.46730995,115.6775513
"71",42.25754166,14.58665835,"2008","SEPIOFF",107.8010178,262.2895813
"73",42.09605833,14.87953332,"2008","SEPIOFF",119.4733887,659.1635742
"74",41.99645833,15.05529167,"2008","SEPIOFF",83.11667633,299.1960754
"76",41.99574169,15.66085831,"2008","SEPIOFF",95.44420624,475.8215637
"6",45.25585,12.87547916,"2008","SEPIOFF",137.7324066,1224.051514
"9",45.00694166,12.92854166,"2008","SEPIOFF",28.85717773,279.8950195
"10",45.09945834,13.25025,"2008","SEPIOFF",244.708847,2576.167969
"13",44.60818332,12.73935833,"2008","SEPIOFF",74.4585495,633.5725098
"14",44.73999166,13.08565833,"2008","SEPIOFF",39.84442902,387.1075745
"18",44.40078333,12.84240834,"2008","SEPIOFF",27.41585159,379.645813
"19",44.45839167,13.16165001,"2008","SEPIOFF",28.09295082,110.6021652
"29",43.73704999,13.607925,"2008","SEPIOFF",65.16181946,426.2922668
"51",45.332875,13.06869166,"2008","SEPIOFF",207.5686188,2473.121094
"53",44.55649999,13.55434167,"2008","SEPIOFF",192.562973,750.5238037
"54",44.23999166,12.96583331,"2008","SEPIOFF",37.31375885,271.1755676
"58",45.00173334,13.24308333,"2008","SEPIOFF",286.8580017,2617.109863
"59",44.70234998,12.76808335,"2008","SEPIOFF",6.26205349,109.8605881
"60",44.67460833,13.48136667,"2008","SEPIOFF",166.3390961,1084.702271
"61",44.44905,12.61378333,"2008","SEPIOFF",40.45141602,455.1495361
"62",44.45574166,12.73584998,"2008","SEPIOFF",56.26786423,625.8306274
"67",43.34198333,13.98144999,"2008","SEPIOFF",59.31775665,236.6399841
"22",44.40116666,13.65633332,"2008","SEPIOFF",56.39280701,231.3551025
"23",44.331975,14.038775,"2008","SEPIOFF",52.00009155,171.2406921
"26",44.03641667,13.33275,"2008","SEPIOFF",6.19320488,57.08023071
"30",43.96748333,13.99643335,"2008","SEPIOFF",4.23033905,27.11755753
"32",44.02669167,14.48769166,"2008","SEPIOFF",0,0
"35",43.44784168,14.20715,"2008","SEPIOFF",0,0
"36",43.66895835,14.83473333,"2008","SEPIOFF",0,0
"38",43.37058333,14.1268,"2008","SEPIOFF",0,0
"69",42.64914166,14.25374167,"2008","SEPIOFF",65.28631592,331.7912903
"72",42.26279999,14.994775,"2008","SEPIOFF",35.57823563,173.5523529
"75",42.039225,15.45325832,"2008","SEPIOFF",29.40149498,157.7897644
"45",45.68997498,13.65568336,"2008","SEPIOFF",77.36577606,868.3027954
"31",43.57972501,13.60606667,"2009","SEPIOFF",0,0
"33",43.40745834,13.69791667,"2009","SEPIOFF",0,0
"34",43.38027501,13.88165833,"2009","SEPIOFF",0,0
"37",43.12266667,13.92539167,"2009","SEPIOFF",0,0
"43",45.37876666,12.39013333,"2009","SEPIOFF",166.8496094,615.3568726
"44",45.46525833,12.70945835,"2009","SEPIOFF",35.10892487,141.4541626
"46",44.91401666,12.61367499,"2009","SEPIOFF",0.81926924,32.77077103
"47",44.60189168,12.47544999,"2009","SEPIOFF",24.2801609,74.47901917
"48",44.06429167,12.60956669,"2009","SEPIOFF",0,0
"49",43.58019168,13.76995001,"2009","SEPIOFF",1.512136936,26.52871895
"50",43.05488333,14.01483333,"2009","SEPIOFF",3.529103756,61.91410065
"55",45.38264167,12.45417501,"2009","SEPIOFF",30.81476402,104.4568253
"56",45.33170834,12.89693333,"2009","SEPIOFF",110.3573151,724.9750977
"57",45.0736,12.72432499,"2009","SEPIOFF",58.57316589,563.9782104
"1",45.41306667,12.53091666,"2009","SEPIOFF",59.00065231,272.250885
"2",45.61889998,13.13794167,"2009","SEPIOFF",20.29395866,106.998024
"3",45.640625,13.48459167,"2009","SEPIOFF",209.1151123,1678.830322
"4",45.10256666,12.383225,"2009","SEPIOFF",18.97847748,164.0790558
"5",45.14478333,12.51676666,"2009","SEPIOFF",106.7334442,903.9533081
"8",44.83700835,12.48550835,"2009","SEPIOFF",0,0
"12",44.59358333,12.34332501,"2009","SEPIOFF",0,0
"16",44.291575,12.45352499,"2009","SEPIOFF",0,0
"17",44.306675,12.56190834,"2009","SEPIOFF",2.298050165,69.63788605
"21",44.14678333,12.76473335,"2009","SEPIOFF",5.963244438,160.0870972
"24",43.92175001,13.01944167,"2009","SEPIOFF",0,0
"25",43.97674999,13.06930833,"2009","SEPIOFF",0,0
"27",43.78932498,13.19713333,"2009","SEPIOFF",0,0
"28",43.776325,13.39157499,"2009","SEPIOFF",3.719125271,27.34650803
"63",44.21291667,12.57492501,"2009","SEPIOFF",0,0
"64",44.13565,12.51677499,"2009","SEPIOFF",0,0
"65",44.07600833,12.75265834,"2009","SEPIOFF",0,0
"66",43.59725002,13.68058332,"2009","SEPIOFF",0,0
"68",42.85909999,13.99835,"2009","SEPIOFF",15.79755306,29.91960716
"70",42.58730834,14.224675,"2009","SEPIOFF",0,0
"71",42.27802501,14.56145833,"2009","SEPIOFF",0,0
"73",42.09963334,14.88464998,"2009","SEPIOFF",49.61551666,184.0533142
"74",41.98585002,15.07385,"2009","SEPIOFF",36.07601547,133.0236511
"76",41.99526666,15.67915001,"2009","SEPIOFF",41.3000412,135.5877838
"51",45.33331666,13.07473333,"2009","SEPIOFF",105.8669357,681.8128662
"53",44.55482499,13.55286668,"2009","SEPIOFF",67.67738342,429.6976929
"54",44.233075,12.96911666,"2009","SEPIOFF",83.41677856,692.1490479
"58",45.03210833,13.24366666,"2009","SEPIOFF",218.1807556,1538.109009
"59",44.70131664,12.78104169,"2009","SEPIOFF",44.57480621,164.0790558
"60",44.67615833,13.48196667,"2009","SEPIOFF",216.8107452,1692.231323
"61",44.45855832,12.67357502,"2009","SEPIOFF",123.5408936,537.1342773
"6",45.26067499,12.89485833,"2009","SEPIOFF",70.92001343,439.586853
"9",45.01102501,12.92319164,"2009","SEPIOFF",30.49054718,246.5542908
"10",45.104975,13.249825,"2009","SEPIOFF",154.6992035,1285.285889
"13",44.62010835,12.76155834,"2009","SEPIOFF",21.94125748,188.684021
"14",44.74818335,13.084525,"2009","SEPIOFF",86.21548462,507.32547
"18",44.38903333,12.83953336,"2009","SEPIOFF",130.1492615,964.0685425
"19",44.458275,13.15953333,"2009","SEPIOFF",26.68844604,255.2173767
"29",43.71219168,13.62120835,"2009","SEPIOFF",26.81690598,242.0783844
"62",44.45179167,12.73599167,"2009","SEPIOFF",33.64283752,154.7508545
"67",43.34532501,13.98231665,"2009","SEPIOFF",22.54888535,247.1863251
"32",43.66866665,13.77039169,"2009","SEPIOFF",27.11731148,157.658783
"35",43.438925,14.20248333,"2009","SEPIOFF",18.65524101,75.12177277
"36",43.74165834,13.69459998,"2009","SEPIOFF",27.96796799,141.0149536
"38",43.37657501,14.141225,"2009","SEPIOFF",15.9871273,85.34053802
"22",44.39830832,13.67584168,"2009","SEPIOFF",87.4192276,320.384613
"23",44.343525,14.02839167,"2009","SEPIOFF",38.94886398,201.4596405
"26",44.04500833,13.32696667,"2009","SEPIOFF",12.19990444,77.70639801
"30",43.94413335,14.02609168,"2009","SEPIOFF",0,0
"69",42.65584167,14.25533333,"2009","SEPIOFF",100.966423,340.5275574
"72",42.25731667,15.00098334,"2009","SEPIOFF",9.040324211,27.39492035
"75",42.039575,15.436625,"2009","SEPIOFF",7.237170219,39.76467133
"45",45.57085832,13.54176668,"2009","SEPIOFF",149.7614746,1760.958008
"31",43.58226668,13.60694167,"2010","SEPIOFF",0,0
"33",43.37397499,13.71733332,"2010","SEPIOFF",0,0
"34",43.35860833,13.88905834,"2010","SEPIOFF",0,0
"37",43.12283333,13.92508332,"2010","SEPIOFF",0,0
"43",45.38898333,12.40085001,"2010","SEPIOFF",9.579674721,26.46319008
"44",45.466225,12.71060836,"2010","SEPIOFF",0,0
"46",44.91094166,12.604625,"2010","SEPIOFF",0.952674806,26.46319008
"47",44.60104167,12.47834999,"2010","SEPIOFF",0,0
"48",44.058775,12.61850001,"2010","SEPIOFF",0,0
"49",43.57246666,13.77964999,"2010","SEPIOFF",0,0
"50",43.060725,14.01331667,"2010","SEPIOFF",0,0
"55",45.38146666,12.45040833,"2010","SEPIOFF",0,0
"56",45.333075,12.88523334,"2010","SEPIOFF",138.5099182,765.8526611
"57",45.07348333,12.73760834,"2010","SEPIOFF",27.72501755,198.0358429
"63",44.21063333,12.60369164,"2010","SEPIOFF",1.066304564,82.02342224
"64",44.12601666,12.52711666,"2010","SEPIOFF",0,0
"65",44.07854167,12.75885833,"2010","SEPIOFF",7.179162979,205.1189423
"66",43.60901667,13.66684167,"2010","SEPIOFF",0,0
"68",42.90285002,13.97299169,"2010","SEPIOFF",0,0
"70",42.58228334,14.2303,"2010","SEPIOFF",0,0
"71",42.27284167,14.56037499,"2010","SEPIOFF",9.965631485,30.38302231
"73",42.093775,14.8908,"2010","SEPIOFF",71.29235077,273.4650879
"74",41.98189166,15.08045834,"2010","SEPIOFF",9.888579369,27.85515213
"76",41.99620835,15.69121666,"2010","SEPIOFF",56.85876083,281.9866638
"1",45.41178335,12.53724165,"2010","SEPIOFF",26.55002594,149.1574554
"2",45.61915,13.13930833,"2010","SEPIOFF",15.33638382,106.998024
"3",45.64168336,13.49037499,"2010","SEPIOFF",59.864151,678.7318115
"4",45.10571667,12.37980835,"2010","SEPIOFF",2.93369174,24.86179543
"5",45.14978333,12.51627501,"2010","SEPIOFF",15.14830399,201.4402313
"8",44.82918336,12.482375,"2010","SEPIOFF",0,0
"12",44.59260836,12.34800833,"2010","SEPIOFF",0,0
"16",44.29205834,12.38444166,"2010","SEPIOFF",0,0
"17",44.32106667,12.57095833,"2010","SEPIOFF",1.740947127,69.63788605
"21",44.13113333,12.7713,"2010","SEPIOFF",11.38410187,307.6784363
"24",43.91811666,13.018525,"2010","SEPIOFF",0,0
"25",43.98065834,13.06555833,"2010","SEPIOFF",1.611557722,61.98298645
"27",43.79354998,13.188875,"2010","SEPIOFF",0,0
"28",43.79758336,13.36900001,"2010","SEPIOFF",0.420548499,24.73814583
"51",45.33275,13.068225,"2010","SEPIOFF",125.5701828,675.6273804
"53",44.55940002,13.55695,"2010","SEPIOFF",39.08987045,193.0364075
"54",44.23245833,12.97803335,"2010","SEPIOFF",67.94728851,646.4066772
"58",45.03390833,13.24073333,"2010","SEPIOFF",51.86170197,348.0651245
"59",44.702775,12.766725,"2010","SEPIOFF",5.229570866,25.63515091
"60",44.65967499,13.48419166,"2010","SEPIOFF",36.62865829,337.8136902
"61",44.46424999,12.66156667,"2010","SEPIOFF",21.14899826,76.90544891
"62",44.45055,12.72675835,"2010","SEPIOFF",16.3277874,79.38957214
"67",43.36245001,13.98484999,"2010","SEPIOFF",43.99546814,316.9287109
"6",45.25670834,12.88481668,"2010","SEPIOFF",38.51076126,144.777298
"9",45.01765833,12.92678334,"2010","SEPIOFF",0,0
"10",45.10116667,13.24938333,"2010","SEPIOFF",45.43748474,389.9097595
"13",44.61288331,12.74525,"2010","SEPIOFF",6.989110947,25.32286644
"14",44.73377501,13.15909166,"2010","SEPIOFF",63.44699478,487.0678711
"18",44.39193333,12.83295002,"2010","SEPIOFF",24.71661949,158.7791443
"19",44.51332501,13.2355,"2010","SEPIOFF",0,0
"29",43.72994165,13.61175,"2010","SEPIOFF",48.60424805,281.9866638
"30",44.02031667,14.0219,"2010","SEPIOFF",0,0
"32",44.01539166,14.51762501,"2010","SEPIOFF",0,0
"35",43.44798334,14.2065,"2010","SEPIOFF",4.743289948,24.57663155
"36",43.68183333,14.83404166,"2010","SEPIOFF",0,0
"38",43.37211668,14.14920834,"2010","SEPIOFF",18.87821198,78.33283234
"69",42.66720835,14.25264166,"2010","SEPIOFF",34.74655533,120.6477509
"72",42.26299167,14.99335,"2010","SEPIOFF",0,0
"75",42.03805,15.47019167,"2010","SEPIOFF",25.36015701,144.777298
"22",44.39308333,13.66175,"2010","SEPIOFF",0,0
"23",44.33554168,14.0401,"2010","SEPIOFF",0,0
"26",44.0504,13.32066666,"2010","SEPIOFF",34.95776367,227.1623535
"45",45.57094167,13.53587502,"2010","SEPIOFF",98.45831299,1241.071167
"1",45.41235,12.53047501,"2011","SEPIOFF",103.0677948,298.3149109
"2",45.60833333,13.13333333,"2011","SEPIOFF",46.62329483,198.0358429
"3",45.64076665,13.48685834,"2011","SEPIOFF",96.03410339,752.0289917
"4",45.1006,12.38301667,"2011","SEPIOFF",0,0
"5",45.14166667,12.5,"2011","SEPIOFF",57.06561661,392.3261108
"8",44.83228334,12.48010832,"2011","SEPIOFF",0,0
"12",44.825,12.525,"2011","SEPIOFF",0,0
"16",44.27429166,12.38578334,"2011","SEPIOFF",0,0
"17",44.32735001,12.56547502,"2011","SEPIOFF",0,0
"21",44.1435,12.76005001,"2011","SEPIOFF",0,0
"24",43.91666667,13.00833333,"2011","SEPIOFF",20.65234566,53.71221161
"25",43.95833333,13.05833333,"2011","SEPIOFF",2.672782183,79.38957214
"27",43.8,13.175,"2011","SEPIOFF",0,0
"28",43.79920832,13.36904167,"2011","SEPIOFF",0.449874252,26.46319008
"31",43.57464164,13.60879167,"2011","SEPIOFF",0,0
"33",43.37545832,13.71294168,"2011","SEPIOFF",0,0
